id_venta;fecha_venta;id_empleado;antiguedad_vendedor;id_cliente;nombre_cliente;email_cliente;genero_cliente;edad_cliente;ciudad_cliente;region_cliente;canal_venta;producto;categoria_producto;precio_unitario;cantidad;descuento_pct
674;05/11/2024;47;1;86;Rudecindo Cares;cliente86@mail.cl;Hombre;31.0;Viña del Mar;;Web;Polera;Vestuario;12000;1;0.05
675;06/11/2024;37;1;172;Manuel Candia Garrido;cliente172@mail.cl;Hombre;28.0;Viña del Mar;Valparaíso;Tienda;Lavadora;;700000;3;0.1
676;07/11/2024;34;1;4;César Carlos Espinoza Uribe;cliente4@mail.cl;Hombre;56.0;Concepción;Biobío;App;TV;;650000;2;
677;08/11/2024;16;3;158;Braulio Diego Mondaca Muñoz;cliente158@mail.cl;Hombre;43.0;Temuco;;Tienda;Polera;;12000;3;
678;09/11/2024;1;8;184;Jacqueline Amanda Martínez Osorio;cliente184@mail.cl;Hombre;43.0;Santiago;;Tienda;Polera;Vestuario;12000;3;0.0
679;10/11/2024;7;8;184;Jacqueline Amanda Martínez Osorio;cliente184@mail.cl;Hombre;43.0;Valparaíso;Valparaíso;Tienda;Refrigerador;;800000;2;0.05
680;11/11/2024;4;3;5;Marina Carolina Palacios Araneda;cliente5@mail.cl;Hombre;35.0;Concepción;Biobío;Web;Lavadora;;700000;3;
681;12/11/2024;23;0;258;Edith Uberlinda Jiménez Valenzuela;cliente258@mail.cl;Mujer;29.0;Concepción;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;
682;13/11/2024;51;7;278;Gloria Durán;cliente278@mail.cl;Hombre;30.0;Rancagua;O'Higgins;Web;Pantalón;Vestuario;25000;2;0.1
683;14/11/2024;53;1;65;Manuel Rodríguez;cliente65@mail.cl;Hombre;47.0;Puerto Montt;Los Lagos;Web;Lavadora;Electrohogar;700000;3;0.0
684;15/11/2024;17;0;277;Verónica Cartes Rebolledo;cliente277@mail.cl;Mujer;40.0;Santiago;Metropolitana;Tienda;Smartphone;Tecnología;450000;1;0.1
685;16/11/2024;60;1;233;Luis Chávez Tello;cliente233@mail.cl;Mujer;38.0;Valparaíso;Valparaíso;App;Lavadora;Electrohogar;700000;1;0.0
686;17/11/2024;30;0;8;Angelo Juan Vivanco Escobar;cliente8@mail.cl;Mujer;47.0;Valparaíso;Valparaíso;Web;Maquillaje;;15000;1;
687;18/11/2024;25;3;255;Ximena Susana Medina Duarte;cliente255@mail.cl;Hombre;19.0;Puerto Montt;Los Lagos;Tienda;Pantalón;;25000;2;0.0
688;19/11/2024;56;2;150;Patricia Raquel Reyes Parra;cliente150@mail.cl;Hombre;41.0;Talcahuano;Biobío;Web;Polera;Vestuario;12000;2;
689;20/11/2024;36;4;79;Gloria Pereira González;cliente79@mail.cl;Mujer;39.0;Rancagua;;App;Lavadora;;700000;3;
690;21/11/2024;32;5;64;Arnoldo Anselmo Cubillos Veloso;cliente64@mail.cl;Hombre;23.0;Puerto Montt;Los Lagos;Tienda;Pantalón;Vestuario;25000;2;0.05
691;22/11/2024;15;0;20;Manuel Muñoz González;cliente20@mail.cl;Hombre;21.0;Santiago;Región Metropolitana;App;Notebook;Tecnología;750000;3;0.1
692;23/11/2024;62;4;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Puerto Montt;Los Lagos;Tienda;Smartphone;Tecnología;450000;3;0.0
693;24/11/2024;4;3;121;Constanza Osorio;cliente121@mail.cl;Hombre;47.0;Concepción;Biobío;App;Pantalón;Vestuario;25000;1;0.0
694;25/11/2024;24;3;260;Carlos Wladimir Lara Muñoz;cliente260@mail.cl;Mujer;47.0;La Serena;Coquimbo;Tienda;Pantalón;Vestuario;25000;3;0.0
695;26/11/2024;26;6;74;Gloria Urra Ramos;cliente74@mail.cl;Hombre;56.0;Rancagua;;App;Polera;Vestuario;12000;1;0.05
696;27/11/2024;47;1;122;Carlos Aranda-Ortiz;cliente122@mail.cl;Mujer;27.0;Viña del Mar;Valparaíso;Tienda;TV;Electrohogar;650000;1;0.1
697;28/11/2024;60;1;49;Belén Ruth Mansilla Caro;cliente49@mail.cl;Hombre;42.0;Valparaíso;;Tienda;Pantalón;Vestuario;25000;3;
698;29/11/2024;8;1;72;Luis Gabriel Barrera Castillo;cliente72@mail.cl;Hombre;56.0;Puerto Montt;Los Lagos;App;Smartphone;Tecnología;450000;3;0.0
699;30/11/2024;9;9;25;Lissette Susan Mella Sánchez;cliente25@mail.cl;Mujer;31.0;Valparaíso;Valparaíso;Tienda;Polera;Vestuario;12000;1;0.1
700;01/12/2024;17;0;146;María Josefina Flores Manríquez;cliente146@mail.cl;Mujer;47.0;Santiago;Región Metropolitana;App;Pantalón;Vestuario;25000;3;0.05
701;02/12/2024;55;9;230;Blanca Anahí González Retamal;cliente230@mail.cl;Hombre;46.0;Antofagasta;;Tienda;Maquillaje;Belleza;15000;1;0.0
702;03/12/2024;30;0;199;Fabián Cristian Hormazábal Villablanca;cliente199@mail.cl;Hombre;38.0;Valparaíso;Valparaíso;Web;Zapatillas;;55000;2;
703;04/12/2024;58;1;264;Alejandra Navarro;cliente264@mail.cl;Mujer;25.0;Puerto Montt;;Web;Lavadora;;700000;3;0.0
704;05/12/2024;19;5;35;Melania Jessica Urrutia Palacios;cliente35@mail.cl;Mujer;47.0;Temuco;La Araucanía;Web;Perfume;Belleza;35000;3;0.1
705;06/12/2024;63;5;52;Susana María Soto Véliz;cliente52@mail.cl;Hombre;33.0;Rancagua;O'Higgins;Tienda;Notebook;;750000;3;0.05
706;07/12/2024;53;1;252;Mauricio Astorga;cliente252@mail.cl;Mujer;49.0;Puerto Montt;Los Lagos;Web;TV;Electrohogar;650000;2;0.05
707;08/12/2024;8;1;45;Miguel Roberto Villagrán Iturra;cliente45@mail.cl;Hombre;20.0;Puerto Montt;Los Lagos;Web;Smartphone;Tecnología;450000;3;0.1
708;09/12/2024;63;5;127;Roberto Moreno Jorquera;cliente127@mail.cl;Mujer;26.0;Rancagua;O'Higgins;Tienda;Notebook;Tecnología;750000;2;0.1
709;10/12/2024;37;1;258;Edith Uberlinda Jiménez Valenzuela;cliente258@mail.cl;Mujer;29.0;Viña del Mar;Valparaíso;Web;TV;Electrohogar;650000;1;0.1
710;11/12/2024;31;4;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Rancagua;O'Higgins;Tienda;TV;Electrohogar;650000;1;
711;12/12/2024;36;4;95;Leonor Corvalán;cliente95@mail.cl;Mujer;33.0;Rancagua;;Web;Perfume;;35000;1;0.05
712;13/12/2024;39;6;6;Yaritza Quiroga Martínez;cliente6@mail.cl;Mujer;35.0;Antofagasta;Antofagasta;Web;Notebook;;750000;3;0.0
713;14/12/2024;50;0;204;Camila Natalia Pérez Arroyo;cliente204@mail.cl;Hombre;50.0;Temuco;;Web;Zapatillas;;55000;3;0.1
714;15/12/2024;49;1;96;Javier Aravena;cliente96@mail.cl;Hombre;20.0;Antofagasta;Antofagasta;Web;Perfume;;35000;2;0.1
715;16/12/2024;45;2;11;Francisca Carla Muñoz Huerta;cliente11@mail.cl;Hombre;32.0;Talcahuano;Biobío;Web;Pantalón;;25000;3;0.05
716;17/12/2024;49;1;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Antofagasta;Antofagasta;Web;TV;;650000;1;0.1
717;18/12/2024;13;0;211;Patricio Gonzalo Toledo Arce;cliente211@mail.cl;Hombre;44.0;Talcahuano;;Tienda;Pantalón;Vestuario;25000;3;0.1
718;19/12/2024;1;8;96;Javier Aravena;cliente96@mail.cl;Hombre;20.0;Santiago;;Web;Polera;;12000;3;
719;20/12/2024;17;0;141;Pedro Pablo Castro Ojeda;cliente141@mail.cl;Mujer;40.0;Santiago;Región Metropolitana;Web;Lavadora;Electrohogar;700000;2;0.1
720;21/12/2024;19;5;40;Elizabeth Meléndez Pacheco;cliente40@mail.cl;Hombre;40.0;Temuco;La Araucanía;Tienda;TV;Electrohogar;650000;3;0.1
721;22/12/2024;50;0;200;Stephanie Hilda Muñoz Elgueta;cliente200@mail.cl;Hombre;24.0;Temuco;;Tienda;TV;Electrohogar;650000;3;0.1
722;23/12/2024;52;0;112;Karin Elena Jaramillo Carrasco;cliente112@mail.cl;Hombre;37.0;Talcahuano;;Tienda;Smartphone;Tecnología;450000;1;
723;24/12/2024;9;9;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Tienda;TV;;650000;2;
724;25/12/2024;7;8;105;Claudio Diego Cisterna Rojas;cliente105@mail.cl;Hombre;36.0;Valparaíso;Valparaíso;App;Polera;;12000;3;
725;26/12/2024;30;0;119;Luis Víctor Garrido Cortés;cliente119@mail.cl;Hombre;51.0;Valparaíso;Valparaíso;Tienda;Notebook;;750000;1;
726;27/12/2024;20;0;268;Jaime Toloza Díaz;cliente268@mail.cl;Hombre;20.0;Temuco;;Tienda;Lavadora;;700000;2;0.05
727;28/12/2024;30;0;93;Irma Espinoza Araya;cliente93@mail.cl;Mujer;29.0;Valparaíso;;Tienda;Refrigerador;;800000;3;0.1
728;29/12/2024;13;0;75;Máximo Pablo Leal Romero;cliente75@mail.cl;Hombre;18.0;Talcahuano;;Tienda;Notebook;Tecnología;750000;2;0.1
729;30/12/2024;3;1;67;Francisca Valenzuela Pavez;cliente67@mail.cl;Hombre;37.0;Valparaíso;Valparaíso;Web;Notebook;;750000;1;0.05
730;31/12/2024;37;1;185;Yasna Colomba Olivares Prieto;cliente185@mail.cl;Hombre;35.0;Viña del Mar;Valparaíso;Tienda;Lavadora;Electrohogar;700000;3;0.1
731;01/01/2025;61;3;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Concepción;Biobío;Tienda;Pantalón;Vestuario;25000;1;0.05
732;02/01/2025;36;4;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Rancagua;O'Higgins;App;Polera;;12000;2;
733;03/01/2025;35;1;201;Miguel Avendaño Soto;cliente201@mail.cl;Mujer;42.0;Antofagasta;Antofagasta;Web;Polera;Vestuario;12000;3;0.1
734;04/01/2025;22;1;257;Vanessa Silva Campos;cliente257@mail.cl;Hombre;53.0;Viña del Mar;;Web;TV;Electrohogar;650000;3;0.0
735;05/01/2025;56;2;74;Gloria Urra Ramos;cliente74@mail.cl;Hombre;56.0;Talcahuano;;Web;Smartphone;;450000;1;0.1
736;06/01/2025;8;1;196;Darwin Ramón Saavedra Pino;cliente196@mail.cl;Hombre;42.0;Puerto Montt;Los Lagos;Web;TV;;650000;3;0.1
737;07/01/2025;36;4;227;Franklin Torres Pastén;cliente227@mail.cl;Mujer;38.0;Rancagua;;Web;Zapatillas;Calzado;55000;2;0.1
738;08/01/2025;7;8;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Valparaíso;Valparaíso;Tienda;Maquillaje;;15000;3;0.05
739;09/01/2025;36;4;263;Carolina González Ruiz;cliente263@mail.cl;Mujer;18.0;Rancagua;O'Higgins;Tienda;Lavadora;Electrohogar;700000;1;0.1
740;10/01/2025;19;5;19;Teresa María Alvarado Guerra;cliente19@mail.cl;Hombre;27.0;Temuco;;Tienda;Notebook;Tecnología;750000;3;
741;11/01/2025;34;1;170;Benjamín Abarca;cliente170@mail.cl;Hombre;28.0;Concepción;;App;Perfume;;35000;3;0.05
742;12/01/2025;52;0;139;Mario Fonseca;cliente139@mail.cl;Hombre;47.0;Talcahuano;Biobío;Web;Polera;Vestuario;12000;2;
743;13/01/2025;42;4;171;Alejandra Vega;cliente171@mail.cl;Hombre;27.0;Talcahuano;;Web;Perfume;;35000;2;0.1
744;14/01/2025;41;4;243;Miguel Esteban Soto Silva;cliente243@mail.cl;Mujer;44.0;Antofagasta;Antofagasta;App;Zapatillas;Calzado;55000;2;0.1
745;15/01/2025;27;4;131;Juan Rodríguez Acevedo;cliente131@mail.cl;Hombre;19.0;Viña del Mar;Valparaíso;Tienda;TV;Electrohogar;650000;3;
746;16/01/2025;36;4;54;Franco Espinosa;cliente54@mail.cl;Mujer;45.0;Rancagua;;Tienda;Smartphone;Tecnología;450000;1;0.05
747;17/01/2025;68;2;158;Braulio Diego Mondaca Muñoz;cliente158@mail.cl;Hombre;43.0;Santiago;Región Metropolitana;App;Zapatillas;;55000;1;
748;18/01/2025;52;0;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Talcahuano;;App;Perfume;Belleza;35000;2;0.0
749;19/01/2025;12;0;47;Javier Diego Navarrete Peña;cliente47@mail.cl;Hombre;32.0;Viña del Mar;Valparaíso;Tienda;Maquillaje;Belleza;15000;1;0.0
750;20/01/2025;66;2;192;Olga Agustina Rojas Rodríguez;cliente192@mail.cl;Mujer;;Talcahuano;Biobío;Web;Zapatillas;;55000;2;0.1
751;21/01/2025;19;5;24;Luisa Pía Figueroa Moreno;cliente24@mail.cl;Mujer;20.0;Temuco;;Tienda;Pantalón;;25000;3;0.05
752;22/01/2025;60;1;142;Hilda Javiera Cofré Lucero;cliente142@mail.cl;Hombre;53.0;Valparaíso;Valparaíso;Web;Polera;;12000;1;0.1
753;23/01/2025;65;0;157;Nelson Francisco Baeza Fuenzalida;cliente157@mail.cl;Mujer;60.0;Rancagua;O'Higgins;Tienda;Notebook;Tecnología;750000;3;0.1
754;24/01/2025;47;1;184;Jacqueline Amanda Martínez Osorio;cliente184@mail.cl;Hombre;43.0;Viña del Mar;Valparaíso;App;Refrigerador;Electrohogar;800000;3;0.05
755;25/01/2025;31;4;78;Anahí Ana Cornejo Mendoza;cliente78@mail.cl;Hombre;34.0;Rancagua;O'Higgins;Web;Lavadora;Electrohogar;700000;3;
756;26/01/2025;48;6;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Valparaíso;Valparaíso;Web;Refrigerador;Electrohogar;800000;2;
757;27/01/2025;10;7;158;Braulio Diego Mondaca Muñoz;cliente158@mail.cl;Hombre;43.0;Valparaíso;;Tienda;Refrigerador;;800000;2;0.1
758;28/01/2025;7;8;233;Luis Chávez Tello;cliente233@mail.cl;Mujer;38.0;Valparaíso;;Web;Smartphone;;450000;1;0.05
759;29/01/2025;39;6;156;María Mayte González Villegas;cliente156@mail.cl;Mujer;29.0;Antofagasta;;Tienda;Notebook;Tecnología;750000;3;
760;30/01/2025;10;7;121;Constanza Osorio;cliente121@mail.cl;Hombre;47.0;Valparaíso;;Tienda;TV;Electrohogar;650000;2;0.05
761;31/01/2025;16;3;155;Gonzalo Felipe Martínez Acevedo;cliente155@mail.cl;Mujer;41.0;Temuco;La Araucanía;Tienda;Maquillaje;;15000;3;
762;01/02/2025;55;9;183;Patricia Antonia García Muñoz;cliente183@mail.cl;Mujer;25.0;Antofagasta;;Tienda;Smartphone;Tecnología;450000;3;
763;02/02/2025;55;9;93;Irma Espinoza Araya;cliente93@mail.cl;Mujer;29.0;Antofagasta;;Tienda;Smartphone;;450000;3;0.05
764;03/02/2025;37;1;264;Alejandra Navarro;cliente264@mail.cl;Mujer;25.0;Viña del Mar;Valparaíso;Web;Refrigerador;Electrohogar;800000;3;0.1
765;04/02/2025;19;5;219;Víctor Matamala;cliente219@mail.cl;Mujer;32.0;Temuco;La Araucanía;App;Zapatillas;Calzado;55000;2;
766;05/02/2025;51;7;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Rancagua;O'Higgins;Web;Pantalón;;25000;2;0.0
767;06/02/2025;56;2;160;Mónica Araya Álvarez;cliente160@mail.cl;Mujer;45.0;Talcahuano;Biobío;Tienda;TV;;650000;3;
768;07/02/2025;13;0;92;Belén Gamboa Carvajal;cliente92@mail.cl;Mujer;49.0;Talcahuano;;Web;Pantalón;;25000;3;0.0
769;08/02/2025;50;0;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Temuco;La Araucanía;Web;Polera;;12000;1;
770;09/02/2025;47;1;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Viña del Mar;;Tienda;Maquillaje;;15000;2;0.05
771;10/02/2025;59;1;84;Andrea Ahumada Chávez;cliente84@mail.cl;Mujer;31.0;Antofagasta;Antofagasta;App;Notebook;Tecnología;750000;2;0.1
772;11/02/2025;65;0;246;Josefa Segura Verdugo;cliente246@mail.cl;Hombre;33.0;Rancagua;O'Higgins;Web;TV;;650000;1;0.05
773;12/02/2025;14;0;79;Gloria Pereira González;cliente79@mail.cl;Mujer;39.0;Santiago;;Tienda;Maquillaje;Belleza;15000;1;0.1
774;13/02/2025;45;2;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Talcahuano;Biobío;App;Smartphone;;450000;3;0.05
775;14/02/2025;22;1;189;Gloria Lidia García Toledo;cliente189@mail.cl;Mujer;27.0;Viña del Mar;Valparaíso;Web;Smartphone;Tecnología;450000;3;0.0
776;15/02/2025;47;1;225;Berta Huerta García;cliente225@mail.cl;Hombre;32.0;Viña del Mar;Valparaíso;Web;Pantalón;Vestuario;25000;3;0.05
777;16/02/2025;8;1;171;Alejandra Vega;cliente171@mail.cl;Hombre;27.0;Puerto Montt;;Web;TV;Electrohogar;650000;2;0.05
778;17/02/2025;53;1;98;Lucas Álvaro Acevedo Agurto;cliente98@mail.cl;Hombre;41.0;Puerto Montt;Los Lagos;Tienda;Maquillaje;Belleza;15000;1;0.1
779;18/02/2025;29;1;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Viña del Mar;Valparaíso;Tienda;TV;;650000;1;0.05
780;19/02/2025;10;7;266;Claudio Fernando Morales Bravo;cliente266@mail.cl;Mujer;23.0;Valparaíso;;Tienda;Perfume;Belleza;35000;1;0.05
781;20/02/2025;52;0;129;Alejandra Castro Torres;cliente129@mail.cl;Mujer;39.0;Talcahuano;Biobío;Tienda;Zapatillas;;55000;1;0.0
782;21/02/2025;5;1;201;Miguel Avendaño Soto;cliente201@mail.cl;Mujer;42.0;Talcahuano;Biobío;App;Maquillaje;Belleza;15000;3;0.05
783;22/02/2025;68;2;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Santiago;;Tienda;Notebook;Tecnología;750000;3;0.1
784;23/02/2025;53;1;216;Víctor Raúl Ibarra Paredes;cliente216@mail.cl;Hombre;47.0;Puerto Montt;;App;Maquillaje;Belleza;15000;3;0.0
785;24/02/2025;46;5;88;Alexi Ignacio Azócar Chávez;cliente88@mail.cl;Hombre;41.0;La Serena;Coquimbo;Tienda;Polera;;12000;3;0.1
786;25/02/2025;26;6;137;José Juan Vargas Vega;cliente137@mail.cl;Hombre;28.0;Rancagua;O'Higgins;Tienda;TV;;650000;2;0.1
787;26/02/2025;51;7;261;Carlos Fuentes Vargas;cliente261@mail.cl;Hombre;26.0;Rancagua;;Tienda;Polera;;12000;3;
788;27/02/2025;67;0;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Talcahuano;;Web;Refrigerador;Electrohogar;800000;1;0.05
789;28/02/2025;3;1;52;Susana María Soto Véliz;cliente52@mail.cl;Hombre;33.0;Valparaíso;;Tienda;Refrigerador;Electrohogar;800000;2;0.05
790;01/03/2025;64;4;182;Pedro Jorge Cartes Pérez;cliente182@mail.cl;Hombre;27.0;Temuco;La Araucanía;App;Perfume;Belleza;35000;2;0.1
791;02/03/2025;40;1;22;Laura Aguilera Orellana;cliente22@mail.cl;Hombre;35.0;Talcahuano;;Tienda;TV;Electrohogar;650000;2;0.05
792;03/03/2025;58;1;277;Verónica Cartes Rebolledo;cliente277@mail.cl;Mujer;40.0;Puerto Montt;Los Lagos;Tienda;Maquillaje;;15000;3;0.05
793;04/03/2025;33;13;266;Claudio Fernando Morales Bravo;cliente266@mail.cl;Mujer;23.0;Rancagua;O'Higgins;Web;Notebook;Tecnología;750000;3;
794;05/03/2025;66;2;259;José Ángel Fuentes Gutiérrez;cliente259@mail.cl;Mujer;43.0;Talcahuano;Biobío;Tienda;Pantalón;Vestuario;25000;3;0.05
795;06/03/2025;60;1;267;Angélica Reyes;cliente267@mail.cl;Mujer;57.0;Valparaíso;;Web;Lavadora;Electrohogar;700000;2;0.0
796;07/03/2025;9;9;45;Miguel Roberto Villagrán Iturra;cliente45@mail.cl;Hombre;20.0;Valparaíso;Valparaíso;Tienda;Perfume;;35000;1;0.05
797;08/03/2025;41;4;91;María Ávalos Vergara;cliente91@mail.cl;Hombre;39.0;Antofagasta;;Web;Maquillaje;Belleza;15000;1;0.0
798;09/03/2025;29;1;84;Andrea Ahumada Chávez;cliente84@mail.cl;Mujer;31.0;Viña del Mar;Valparaíso;Web;Lavadora;;700000;2;0.1
799;10/03/2025;6;2;78;Anahí Ana Cornejo Mendoza;cliente78@mail.cl;Hombre;34.0;Concepción;;Tienda;Maquillaje;Belleza;15000;1;0.0
800;11/03/2025;41;4;61;Ingrid María Velásquez Herrera;cliente61@mail.cl;Mujer;32.0;Antofagasta;Antofagasta;Web;Pantalón;Vestuario;25000;1;
801;12/03/2025;5;1;213;Germán Bustamante Valenzuela;cliente213@mail.cl;Mujer;49.0;Talcahuano;;Tienda;Maquillaje;Belleza;15000;2;0.1
802;13/03/2025;55;9;171;Alejandra Vega;cliente171@mail.cl;Hombre;27.0;Antofagasta;Antofagasta;Web;Maquillaje;;15000;1;0.0
803;14/03/2025;18;1;30;Tatiana Claudia Jara Herrera;cliente30@mail.cl;Hombre;34.0;Talcahuano;;Tienda;Zapatillas;;55000;3;0.0
804;15/03/2025;42;4;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Talcahuano;Biobío;Web;Perfume;Belleza;35000;1;0.05
805;16/03/2025;7;8;7;Daniela Francisca Palacios Allendes;cliente7@mail.cl;Hombre;56.0;Valparaíso;Valparaíso;Web;Refrigerador;Electrohogar;800000;1;
806;17/03/2025;54;9;33;Jocelyn Gabriela López Guzmán;cliente33@mail.cl;Hombre;37.0;Talcahuano;Biobío;Web;Perfume;Belleza;35000;3;
807;18/03/2025;69;1;52;Susana María Soto Véliz;cliente52@mail.cl;Hombre;33.0;Puerto Montt;Los Lagos;App;Smartphone;;450000;1;
808;19/03/2025;22;1;202;Héctor Ramírez;cliente202@mail.cl;Mujer;44.0;Viña del Mar;;App;Refrigerador;;800000;3;
809;20/03/2025;49;1;150;Patricia Raquel Reyes Parra;cliente150@mail.cl;Hombre;41.0;Antofagasta;Antofagasta;App;Notebook;Tecnología;750000;2;0.1
810;21/03/2025;49;1;153;Esteban Cárdenas Silva;cliente153@mail.cl;Hombre;29.0;Antofagasta;Antofagasta;Tienda;Smartphone;Tecnología;450000;3;0.1
811;22/03/2025;4;3;205;Mauricio Paul Gajardo Córdova;cliente205@mail.cl;Hombre;21.0;Concepción;;App;Lavadora;Electrohogar;700000;2;0.1
812;23/03/2025;21;5;193;Florinda Josefa Cortés Morales;cliente193@mail.cl;Hombre;40.0;Puerto Montt;Los Lagos;Tienda;Notebook;Tecnología;750000;2;0.0
813;24/03/2025;44;7;186;Laura Mary Sánchez Quintanilla;cliente186@mail.cl;Mujer;46.0;Antofagasta;Antofagasta;App;Maquillaje;Belleza;15000;3;0.05
814;25/03/2025;38;8;161;Luis Carvajal;cliente161@mail.cl;Hombre;26.0;Concepción;;Web;Zapatillas;Calzado;55000;1;0.1
815;26/03/2025;10;7;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Valparaíso;Valparaíso;Tienda;Maquillaje;Belleza;15000;2;0.05
816;27/03/2025;60;1;225;Berta Huerta García;cliente225@mail.cl;Hombre;32.0;Valparaíso;;App;Perfume;;35000;1;0.1
817;28/03/2025;55;9;104;María Anahí Mella Carrasco;cliente104@mail.cl;Mujer;28.0;Antofagasta;Antofagasta;Tienda;Notebook;;750000;2;0.1
818;29/03/2025;33;13;66;Samuel Aguilera;cliente66@mail.cl;Hombre;54.0;Rancagua;O'Higgins;Tienda;Perfume;Belleza;35000;1;0.0
819;30/03/2025;52;0;123;Paulino Vargas Farías;cliente123@mail.cl;Hombre;54.0;Talcahuano;Biobío;Web;Notebook;;750000;3;0.0
820;31/03/2025;44;7;127;Roberto Moreno Jorquera;cliente127@mail.cl;Mujer;26.0;Antofagasta;Antofagasta;Web;Lavadora;;700000;3;
821;01/04/2025;65;0;150;Patricia Raquel Reyes Parra;cliente150@mail.cl;Hombre;41.0;Rancagua;O'Higgins;Web;Perfume;Belleza;35000;2;0.1
822;02/04/2025;70;6;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Talcahuano;Biobío;Tienda;Smartphone;Tecnología;450000;1;0.0
823;03/04/2025;7;8;140;Manuel Alonso Núñez Santibáñez;cliente140@mail.cl;Hombre;23.0;Valparaíso;;Tienda;Smartphone;Tecnología;450000;2;0.05
824;04/04/2025;6;2;234;Sebastián Hormazábal Sepúlveda;cliente234@mail.cl;Mujer;30.0;Concepción;Biobío;Web;Notebook;;750000;1;
825;05/04/2025;49;1;265;Pablo Arroyo López;cliente265@mail.cl;Mujer;34.0;Antofagasta;Antofagasta;Web;TV;Electrohogar;650000;1;0.05
826;06/04/2025;14;0;27;Ricardo Iván Zapata Riquelme;cliente27@mail.cl;Mujer;24.0;Santiago;;Tienda;Smartphone;;450000;2;0.0
827;07/04/2025;2;2;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Rancagua;;Tienda;Refrigerador;;800000;3;
828;08/04/2025;38;8;17;Bastián Kevin Oñate Toledo;cliente17@mail.cl;Mujer;25.0;Concepción;Biobío;Tienda;Polera;Vestuario;12000;1;
829;09/04/2025;55;9;30;Tatiana Claudia Jara Herrera;cliente30@mail.cl;Hombre;34.0;Antofagasta;Antofagasta;Web;Smartphone;;450000;3;0.05
830;10/04/2025;4;3;78;Anahí Ana Cornejo Mendoza;cliente78@mail.cl;Hombre;34.0;Concepción;;App;Pantalón;Vestuario;25000;2;0.0
831;11/04/2025;20;0;32;Carol Antonia Sandoval Chávez;cliente32@mail.cl;Mujer;60.0;Temuco;La Araucanía;Web;Perfume;Belleza;35000;2;0.05
832;12/04/2025;14;0;63;Geraldine Irma Álvarez Díaz;cliente63@mail.cl;Mujer;24.0;Santiago;;Web;Notebook;;750000;2;
833;13/04/2025;5;1;178;Emiliano Hernández Castillo;cliente178@mail.cl;Mujer;55.0;Talcahuano;;Web;Lavadora;;700000;1;0.05
834;14/04/2025;42;4;91;María Ávalos Vergara;cliente91@mail.cl;Hombre;39.0;Talcahuano;;Web;Notebook;Tecnología;750000;1;0.0
835;15/04/2025;54;9;108;Gonzalo Jorge Muñoz Reyes;cliente108@mail.cl;Hombre;40.0;Talcahuano;;Tienda;Maquillaje;Belleza;15000;1;0.1
836;16/04/2025;41;4;144;Rolando Patricio Muñoz Barría;cliente144@mail.cl;Mujer;40.0;Antofagasta;;Web;Maquillaje;Belleza;15000;2;
837;17/04/2025;13;0;101;Andrea Josefina Galaz Ríos;cliente101@mail.cl;Mujer;21.0;Talcahuano;;Tienda;TV;;650000;3;0.05
838;18/04/2025;46;5;99;María Lorena Bórquez Rodríguez;cliente99@mail.cl;Hombre;38.0;La Serena;Coquimbo;Web;Pantalón;Vestuario;25000;3;
839;19/04/2025;40;1;108;Gonzalo Jorge Muñoz Reyes;cliente108@mail.cl;Hombre;40.0;Talcahuano;Biobío;Tienda;Lavadora;;700000;3;0.0
840;20/04/2025;24;3;101;Andrea Josefina Galaz Ríos;cliente101@mail.cl;Mujer;21.0;La Serena;Coquimbo;App;Smartphone;Tecnología;450000;1;0.1
841;21/04/2025;64;4;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Temuco;;Tienda;Polera;;12000;3;0.1
842;22/04/2025;14;0;257;Vanessa Silva Campos;cliente257@mail.cl;Hombre;53.0;Santiago;Región Metropolitana;Web;Maquillaje;;15000;3;0.1
